Date,Price,Income/Expense,Category
2021-11-30,702.93,Income,Grants
2021-11-30,2380.83,Income,Grants
2021-11-30,6237.69,Income,Service Revenue
2021-11-30,4919.85,Expense,Salaries
2021-11-30,536.11,Expense,Utilities
2021-12-02,845.48,Income,Investment Return
2021-12-03,8813.53,Income,Investment Return
2021-12-03,3475.38,Income,Product Sales
2021-12-03,992.08,Expense,Rent
2021-12-04,9070.4,Income,Service Revenue
2021-12-04,1557.55,Income,Investment Return
2021-12-04,1340.26,Expense,Salaries
2021-12-04,287.41,Expense,Rent
2021-12-05,2760.75,Expense,Travel
2021-12-05,8255.09,Income,Grants
2021-12-07,2894.54,Expense,Salaries
2021-12-08,3126.24,Expense,Utilities
2021-12-09,1270.56,Income,Investment Return
2021-12-09,3694.64,Expense,Travel
2021-12-09,1135.14,Expense,Travel
2021-12-10,2695.96,Expense,Marketing
2021-12-10,835.91,Income,Grants
2021-12-10,3084.95,Expense,Travel
2021-12-10,615.26,Expense,Office Supplies
2021-12-10,3370.88,Income,Investment Return
2021-12-11,2661.24,Income,Investment Return
2021-12-11,656.5,Expense,Utilities
2021-12-12,2136.27,Expense,Salaries
2021-12-13,3964.13,Expense,Travel
2021-12-14,1244.03,Income,Grants
2021-12-14,7278.6,Income,Service Revenue
2021-12-14,7994.2,Income,Service Revenue
2021-12-14,3405.63,Income,Service Revenue
2021-12-14,4313.14,Expense,Rent
2021-12-15,4978.18,Expense,Office Supplies
2021-12-15,2103.09,Expense,Marketing
2021-12-15,1926.86,Expense,Salaries
2021-12-16,2281.24,Income,Product Sales
2021-12-16,4973.98,Expense,Marketing
2021-12-17,3037.51,Expense,Utilities
2021-12-18,678.79,Expense,Office Supplies
2021-12-19,1022.29,Expense,Office Supplies
2021-12-20,203.89,Income,Product Sales
2021-12-20,4268.58,Expense,Marketing
2021-12-21,4287.04,Expense,Salaries
2021-12-21,304.33,Expense,Salaries
2021-12-22,235.25,Income,Service Revenue
2021-12-23,4761.44,Expense,Marketing
2021-12-24,1866.32,Income,Grants
2021-12-25,3769.18,Expense,Marketing
2021-12-25,1491.02,Income,Investment Return
2021-12-25,4061.63,Expense,Marketing
2021-12-26,8996.81,Income,Investment Return
2021-12-26,1704.39,Expense,Utilities
2021-12-26,2520.0,Expense,Salaries
2021-12-26,98.94,Expense,Salaries
2021-12-26,2402.11,Expense,Travel
2021-12-27,8052.12,Income,Service Revenue
2021-12-27,5387.98,Income,Product Sales
2021-12-27,5466.07,Income,Product Sales
2021-12-27,4320.13,Expense,Travel
2021-12-27,33.49,Expense,Salaries
2021-12-29,4864.51,Expense,Utilities
2021-12-29,6158.88,Income,Product Sales
2021-12-29,988.78,Expense,Rent
2021-12-30,3298.69,Income,Service Revenue
2021-12-30,1443.78,Expense,Travel
2021-12-31,4442.63,Income,Investment Return
2021-12-31,8410.59,Income,Service Revenue
2022-01-01,3572.7,Income,Product Sales
2022-01-01,5393.14,Income,Investment Return
2022-01-01,9919.7,Income,Product Sales
2022-01-02,2380.55,Expense,Marketing
2022-01-03,2328.84,Expense,Salaries
2022-01-04,4888.4,Expense,Salaries
2022-01-04,5471.48,Income,Grants
2022-01-05,3513.22,Income,Grants
2022-01-05,177.98,Expense,Utilities
2022-01-05,2582.16,Expense,Marketing
2022-01-07,5890.82,Income,Service Revenue
2022-01-07,4149.17,Expense,Rent
2022-01-07,2278.89,Income,Investment Return
2022-01-07,1114.91,Expense,Marketing
2022-01-08,4824.28,Income,Service Revenue
2022-01-08,2776.72,Expense,Marketing
2022-01-08,1692.5,Expense,Rent
2022-01-09,9545.02,Income,Investment Return
2022-01-09,4032.7,Expense,Marketing
2022-01-10,4433.72,Expense,Salaries
2022-01-11,653.58,Expense,Utilities
2022-01-12,3912.52,Income,Grants
2022-01-12,3235.07,Expense,Marketing
2022-01-13,2673.58,Expense,Marketing
2022-01-13,7370.07,Income,Investment Return
2022-01-13,4901.7,Expense,Utilities
2022-01-13,4807.84,Expense,Rent
2022-01-15,9544.06,Income,Grants
2022-01-15,903.21,Expense,Utilities
2022-01-17,4343.48,Expense,Office Supplies
2022-01-17,4227.09,Expense,Travel
2022-01-17,3103.64,Expense,Rent
2022-01-17,4293.87,Expense,Salaries
2022-01-18,6260.8,Income,Grants
2022-01-18,2382.69,Expense,Travel
2022-01-19,3308.73,Expense,Travel
2022-01-19,4150.34,Expense,Salaries
2022-01-19,1588.75,Expense,Utilities
2022-01-20,4680.41,Expense,Rent
2022-01-20,7041.33,Income,Service Revenue
2022-01-20,2659.71,Expense,Salaries
2022-01-21,9518.83,Income,Service Revenue
2022-01-21,9681.25,Income,Product Sales
2022-01-21,967.34,Expense,Marketing
2022-01-22,3901.24,Expense,Travel
2022-01-23,1461.42,Expense,Salaries
2022-01-23,1421.34,Expense,Travel
2022-01-24,1309.63,Expense,Utilities
2022-01-24,4143.32,Expense,Rent
2022-01-24,1104.29,Expense,Marketing
2022-01-26,3039.8,Expense,Utilities
2022-01-27,116.85,Expense,Office Supplies
2022-01-28,6689.94,Income,Grants
2022-01-28,181.61,Expense,Salaries
2022-01-28,922.24,Expense,Rent
2022-01-28,1512.35,Expense,Utilities
2022-01-28,3533.34,Expense,Rent
2022-01-28,3488.88,Expense,Salaries
2022-01-30,5732.93,Income,Grants
2022-01-30,2498.35,Income,Investment Return
2022-01-30,4334.93,Expense,Utilities
2022-01-30,6798.78,Income,Grants
2022-01-30,2940.83,Expense,Utilities
2022-01-31,4632.5,Expense,Rent
2022-02-01,1121.84,Income,Product Sales
2022-02-01,1941.02,Income,Service Revenue
2022-02-01,2755.68,Income,Product Sales
2022-02-01,3735.97,Expense,Office Supplies
2022-02-01,893.16,Expense,Utilities
2022-02-02,2932.29,Income,Investment Return
2022-02-02,2528.37,Expense,Utilities
2022-02-02,4371.9,Expense,Office Supplies
2022-02-02,3700.68,Expense,Utilities
2022-02-02,604.65,Income,Service Revenue
2022-02-04,3419.34,Expense,Office Supplies
2022-02-05,2683.09,Income,Grants
2022-02-05,3415.29,Expense,Travel
2022-02-05,2080.12,Expense,Office Supplies
2022-02-05,4189.44,Expense,Travel
2022-02-06,2155.84,Expense,Rent
2022-02-07,1523.01,Expense,Marketing
2022-02-07,7872.33,Income,Product Sales
2022-02-08,9685.27,Income,Grants
2022-02-08,2287.81,Expense,Travel
2022-02-08,1955.38,Expense,Marketing
2022-02-08,7376.76,Income,Grants
2022-02-08,6389.12,Income,Service Revenue
2022-02-08,9323.43,Income,Service Revenue
2022-02-09,2067.8,Expense,Rent
2022-02-09,712.23,Expense,Marketing
2022-02-10,258.61,Expense,Marketing
2022-02-11,1099.32,Income,Investment Return
2022-02-12,24.63,Expense,Marketing
2022-02-12,1030.21,Expense,Travel
2022-02-13,684.06,Expense,Salaries
2022-02-14,2087.63,Income,Grants
2022-02-14,6756.25,Income,Grants
2022-02-14,9239.42,Income,Service Revenue
2022-02-14,428.19,Expense,Salaries
2022-02-15,3527.59,Expense,Utilities
2022-02-15,1870.3,Expense,Salaries
2022-02-16,1082.37,Income,Grants
2022-02-16,7157.54,Income,Product Sales
2022-02-16,1466.0,Expense,Salaries
2022-02-17,3432.17,Expense,Travel
2022-02-17,8706.59,Income,Grants
2022-02-18,4678.18,Expense,Utilities
2022-02-18,4252.87,Income,Grants
2022-02-19,112.29,Expense,Office Supplies
2022-02-19,2752.63,Income,Service Revenue
2022-02-19,4077.67,Expense,Marketing
2022-02-19,1842.65,Income,Grants
2022-02-21,2043.96,Expense,Office Supplies
2022-02-21,3592.52,Expense,Marketing
2022-02-22,3222.44,Expense,Travel
2022-02-22,2684.13,Expense,Utilities
2022-02-23,4185.92,Expense,Travel
2022-02-23,1293.6,Expense,Utilities
2022-02-23,8265.59,Income,Service Revenue
2022-02-23,9458.54,Income,Product Sales
2022-02-25,6016.56,Income,Product Sales
2022-02-27,7481.72,Income,Product Sales
2022-02-27,2212.1,Expense,Marketing
2022-02-28,1580.07,Expense,Office Supplies
2022-02-28,5081.47,Income,Product Sales
2022-03-01,776.39,Expense,Utilities
2022-03-02,3097.3,Expense,Travel
2022-03-02,8547.96,Income,Product Sales
2022-03-02,4959.32,Expense,Travel
2022-03-02,2051.32,Expense,Travel
2022-03-03,1130.59,Expense,Office Supplies
2022-03-03,4567.72,Income,Service Revenue
2022-03-03,4911.64,Expense,Utilities
2022-03-04,2737.43,Expense,Travel
2022-03-04,1902.41,Expense,Office Supplies
2022-03-04,1242.84,Expense,Salaries
2022-03-04,281.36,Expense,Marketing
2022-03-05,1432.37,Expense,Marketing
2022-03-05,6290.77,Income,Grants
2022-03-05,2841.01,Income,Grants
2022-03-06,2103.36,Expense,Rent
2022-03-06,4589.36,Expense,Marketing
2022-03-07,4109.29,Expense,Marketing
2022-03-07,2818.08,Expense,Utilities
2022-03-07,9410.92,Income,Investment Return
2022-03-08,2399.16,Expense,Salaries
2022-03-08,4043.17,Expense,Travel
2022-03-08,3963.62,Expense,Travel
2022-03-08,3502.71,Expense,Rent
2022-03-10,3046.74,Expense,Rent
2022-03-10,3351.02,Income,Investment Return
2022-03-10,4069.05,Expense,Utilities
2022-03-11,1318.1,Expense,Marketing
2022-03-11,2579.84,Expense,Utilities
2022-03-11,2057.24,Expense,Salaries
2022-03-11,4915.66,Expense,Marketing
2022-03-12,5504.64,Income,Grants
2022-03-12,2477.53,Expense,Salaries
2022-03-12,2152.36,Expense,Office Supplies
2022-03-14,3649.77,Expense,Salaries
2022-03-15,4320.93,Expense,Travel
2022-03-15,1094.53,Income,Product Sales
2022-03-15,839.85,Expense,Travel
2022-03-15,4477.48,Expense,Rent
2022-03-15,4228.16,Expense,Travel
2022-03-15,3982.39,Expense,Rent
2022-03-16,5130.6,Income,Grants
2022-03-16,3370.32,Expense,Rent
2022-03-16,4587.76,Expense,Rent
2022-03-16,3657.85,Expense,Marketing
2022-03-17,640.74,Expense,Utilities
2022-03-17,1166.99,Expense,Marketing
2022-03-19,4169.29,Expense,Office Supplies
2022-03-19,7616.47,Income,Product Sales
2022-03-22,3960.6,Expense,Travel
2022-03-24,3757.98,Expense,Marketing
2022-03-24,1464.42,Expense,Salaries
2022-03-24,1034.7,Expense,Marketing
2022-03-24,1707.29,Expense,Rent
2022-03-25,2817.62,Income,Product Sales
2022-03-25,3325.44,Expense,Office Supplies
2022-03-25,3601.0,Expense,Utilities
2022-03-25,1699.59,Expense,Travel
2022-03-26,772.94,Income,Grants
2022-03-26,3098.02,Income,Service Revenue
2022-03-26,1392.0,Income,Product Sales
2022-03-26,1144.68,Expense,Office Supplies
2022-03-26,2259.39,Expense,Salaries
2022-03-26,4012.39,Expense,Office Supplies
2022-03-27,9526.22,Income,Product Sales
2022-03-27,1628.49,Expense,Rent
2022-03-29,2294.52,Expense,Office Supplies
2022-03-30,2925.46,Expense,Salaries
2022-03-30,2323.8,Expense,Rent
2022-03-31,2575.69,Expense,Rent
2022-03-31,3876.61,Expense,Travel
2022-04-01,2277.27,Expense,Rent
2022-04-01,4797.99,Income,Service Revenue
2022-04-01,3013.43,Expense,Office Supplies
2022-04-01,4919.0,Expense,Utilities
2022-04-01,2867.51,Expense,Salaries
2022-04-02,610.93,Expense,Utilities
2022-04-02,4560.39,Expense,Rent
2022-04-02,4031.9,Expense,Office Supplies
2022-04-02,6570.51,Income,Product Sales
2022-04-03,4887.93,Expense,Travel
2022-04-03,3725.26,Expense,Utilities
2022-04-04,865.4,Expense,Office Supplies
2022-04-04,167.29,Income,Service Revenue
2022-04-05,539.99,Expense,Rent
2022-04-05,1104.21,Expense,Office Supplies
2022-04-06,139.73,Expense,Salaries
2022-04-06,3595.3,Expense,Travel
2022-04-07,596.49,Expense,Rent
2022-04-07,440.59,Income,Service Revenue
2022-04-07,2956.47,Expense,Travel
2022-04-07,3566.97,Income,Grants
2022-04-08,8774.31,Income,Grants
2022-04-10,4493.34,Income,Product Sales
2022-04-10,950.92,Expense,Marketing
2022-04-10,3495.36,Expense,Utilities
2022-04-10,1941.98,Expense,Utilities
2022-04-11,2617.19,Income,Service Revenue
2022-04-12,413.07,Expense,Marketing
2022-04-12,4619.85,Expense,Travel
2022-04-13,1949.51,Expense,Salaries
2022-04-14,8168.65,Income,Product Sales
2022-04-15,2496.32,Expense,Salaries
2022-04-15,865.97,Expense,Marketing
2022-04-15,1328.1,Expense,Utilities
2022-04-16,1299.43,Expense,Marketing
2022-04-16,136.65,Income,Product Sales
2022-04-16,5181.28,Income,Product Sales
2022-04-17,4325.9,Income,Investment Return
2022-04-17,4431.85,Expense,Office Supplies
2022-04-17,453.61,Expense,Office Supplies
2022-04-17,1732.85,Income,Service Revenue
2022-04-20,5274.82,Income,Grants
2022-04-20,6816.08,Income,Investment Return
2022-04-21,4552.88,Expense,Rent
2022-04-21,6078.81,Income,Grants
2022-04-21,6046.01,Income,Product Sales
2022-04-22,4018.2,Income,Grants
2022-04-23,4622.5,Income,Investment Return
2022-04-23,3483.31,Income,Product Sales
2022-04-24,3625.32,Income,Investment Return
2022-04-24,4430.09,Expense,Utilities
2022-04-25,9563.44,Income,Grants
2022-04-25,3030.78,Expense,Rent
2022-04-26,4280.64,Expense,Marketing
2022-04-27,2639.89,Expense,Office Supplies
2022-04-28,6292.23,Income,Product Sales
2022-04-28,4663.09,Expense,Office Supplies
2022-04-28,4933.08,Expense,Utilities
2022-04-29,4971.71,Income,Investment Return
2022-04-30,3063.48,Expense,Travel
2022-04-30,305.41,Expense,Utilities
2022-04-30,5868.02,Income,Service Revenue
2022-05-01,1544.11,Expense,Utilities
2022-05-02,266.98,Expense,Office Supplies
2022-05-02,3678.85,Expense,Office Supplies
2022-05-02,3656.05,Expense,Utilities
2022-05-02,4224.69,Expense,Office Supplies
2022-05-03,1557.84,Expense,Rent
2022-05-03,6306.99,Income,Service Revenue
2022-05-03,4671.21,Expense,Salaries
2022-05-04,565.03,Income,Product Sales
2022-05-05,2126.72,Income,Grants
2022-05-05,1496.3,Expense,Marketing
2022-05-06,1500.86,Expense,Marketing
2022-05-06,3651.68,Income,Investment Return
2022-05-08,4833.77,Income,Service Revenue
2022-05-08,9332.76,Income,Investment Return
2022-05-08,3912.55,Income,Product Sales
2022-05-09,1244.5,Income,Grants
2022-05-10,6397.08,Income,Grants
2022-05-10,4706.42,Expense,Travel
2022-05-11,9763.25,Income,Investment Return
2022-05-11,933.45,Expense,Office Supplies
2022-05-13,1212.41,Income,Grants
2022-05-13,2998.09,Expense,Office Supplies
2022-05-14,1636.55,Expense,Marketing
2022-05-15,4919.98,Expense,Office Supplies
2022-05-15,4454.4,Expense,Salaries
2022-05-15,4501.81,Income,Grants
2022-05-16,3630.06,Income,Investment Return
2022-05-16,4612.52,Expense,Travel
2022-05-16,4071.77,Expense,Rent
2022-05-16,2308.55,Income,Investment Return
2022-05-17,1141.67,Income,Service Revenue
2022-05-18,3949.7,Expense,Rent
2022-05-18,8601.74,Income,Product Sales
2022-05-20,6869.5,Income,Investment Return
2022-05-20,3800.7,Income,Investment Return
2022-05-20,8501.2,Income,Investment Return
2022-05-21,7940.16,Income,Grants
2022-05-21,3244.34,Expense,Travel
2022-05-21,2298.07,Expense,Travel
2022-05-22,1505.74,Income,Service Revenue
2022-05-22,1065.39,Expense,Utilities
2022-05-22,8234.25,Income,Service Revenue
2022-05-23,3106.34,Expense,Rent
2022-05-23,8509.75,Income,Investment Return
2022-05-24,1510.26,Expense,Marketing
2022-05-25,1894.55,Expense,Utilities
2022-05-25,2815.96,Expense,Office Supplies
2022-05-25,195.37,Expense,Travel
2022-05-26,4898.43,Income,Grants
2022-05-26,3692.3,Expense,Utilities
2022-05-26,9041.91,Income,Product Sales
2022-05-27,75.17,Expense,Salaries
2022-05-28,3728.79,Expense,Utilities
2022-05-28,662.85,Expense,Office Supplies
2022-05-28,762.72,Expense,Rent
2022-05-30,4394.51,Expense,Office Supplies
2022-05-30,7407.87,Income,Product Sales
2022-05-30,3069.13,Expense,Travel
2022-06-01,2152.21,Expense,Utilities
2022-06-01,6673.93,Income,Product Sales
2022-06-01,4713.01,Expense,Travel
2022-06-01,2447.17,Expense,Travel
2022-06-02,130.65,Expense,Salaries
2022-06-02,1063.09,Expense,Salaries
2022-06-02,2280.55,Expense,Office Supplies
2022-06-03,4559.34,Expense,Rent
2022-06-03,4743.63,Expense,Rent
2022-06-04,903.53,Income,Investment Return
2022-06-04,1274.0,Expense,Salaries
2022-06-04,8881.72,Income,Investment Return
2022-06-05,3192.69,Expense,Office Supplies
2022-06-05,4740.02,Expense,Salaries
2022-06-05,1945.75,Expense,Office Supplies
2022-06-06,1931.19,Expense,Travel
2022-06-06,9933.33,Income,Grants
2022-06-07,703.39,Expense,Salaries
2022-06-09,3167.96,Expense,Utilities
2022-06-09,2444.4,Expense,Marketing
2022-06-09,1333.69,Income,Product Sales
2022-06-09,874.55,Expense,Travel
2022-06-10,55.07,Expense,Salaries
2022-06-10,2517.2,Income,Service Revenue
2022-06-10,251.57,Income,Product Sales
2022-06-11,2098.61,Expense,Rent
2022-06-12,2472.49,Income,Investment Return
2022-06-13,3475.44,Expense,Travel
2022-06-13,7255.57,Income,Investment Return
2022-06-13,2596.23,Income,Grants
2022-06-14,7378.99,Income,Investment Return
2022-06-14,1171.77,Expense,Office Supplies
2022-06-15,1847.47,Expense,Office Supplies
2022-06-15,2028.26,Income,Investment Return
2022-06-16,2627.84,Expense,Rent
2022-06-16,719.92,Expense,Utilities
2022-06-17,4811.27,Expense,Office Supplies
2022-06-17,2655.75,Expense,Travel
2022-06-17,5967.69,Income,Investment Return
2022-06-18,6746.92,Income,Grants
2022-06-18,2367.12,Expense,Utilities
2022-06-18,3569.07,Expense,Marketing
2022-06-18,8941.83,Income,Product Sales
2022-06-18,1590.77,Expense,Utilities
2022-06-19,4590.37,Income,Investment Return
2022-06-20,3988.37,Expense,Marketing
2022-06-20,1385.12,Expense,Salaries
2022-06-21,4607.3,Expense,Marketing
2022-06-21,4595.36,Expense,Marketing
2022-06-21,355.54,Expense,Marketing
2022-06-23,1425.92,Expense,Travel
2022-06-24,9735.28,Income,Investment Return
2022-06-24,2923.68,Expense,Office Supplies
2022-06-25,4555.11,Expense,Salaries
2022-06-27,2697.17,Expense,Marketing
2022-06-27,23.72,Expense,Salaries
2022-06-27,7791.25,Income,Service Revenue
2022-06-28,7434.61,Income,Product Sales
2022-06-29,9293.11,Income,Grants
2022-06-29,6175.46,Income,Investment Return
2022-06-30,3215.01,Expense,Marketing
2022-06-30,590.18,Income,Product Sales
2022-07-01,8547.1,Income,Investment Return
2022-07-02,4970.53,Expense,Travel
2022-07-02,289.76,Income,Product Sales
2022-07-02,2555.49,Expense,Travel
2022-07-03,4272.96,Income,Grants
2022-07-03,9250.66,Income,Product Sales
2022-07-03,7177.49,Income,Investment Return
2022-07-04,4128.68,Expense,Utilities
2022-07-04,9007.46,Income,Grants
2022-07-05,1706.28,Expense,Marketing
2022-07-05,3068.76,Income,Investment Return
2022-07-05,9482.92,Income,Service Revenue
2022-07-06,2644.71,Expense,Utilities
2022-07-06,2670.47,Expense,Travel
2022-07-06,1342.48,Expense,Travel
2022-07-07,3128.72,Expense,Rent
2022-07-07,4848.69,Expense,Travel
2022-07-07,1117.41,Income,Investment Return
2022-07-07,1822.21,Income,Grants
2022-07-08,2897.58,Expense,Office Supplies
2022-07-08,2155.25,Expense,Utilities
2022-07-09,486.29,Expense,Travel
2022-07-09,4887.14,Income,Grants
2022-07-09,2261.55,Expense,Office Supplies
2022-07-09,4089.61,Expense,Marketing
2022-07-09,4231.3,Expense,Utilities
2022-07-09,1935.97,Expense,Rent
2022-07-10,5305.13,Income,Product Sales
2022-07-10,2093.92,Income,Product Sales
2022-07-11,1932.06,Expense,Salaries
2022-07-11,3939.56,Income,Service Revenue
2022-07-12,3877.37,Expense,Marketing
2022-07-13,2237.46,Expense,Salaries
2022-07-13,702.36,Expense,Utilities
2022-07-14,1235.85,Expense,Rent
2022-07-14,2225.9,Expense,Office Supplies
2022-07-15,6681.7,Income,Investment Return
2022-07-16,2610.77,Income,Product Sales
2022-07-17,3912.53,Expense,Marketing
2022-07-17,3560.78,Expense,Travel
2022-07-17,4522.59,Expense,Office Supplies
2022-07-18,2341.26,Expense,Rent
2022-07-19,7355.49,Income,Investment Return
2022-07-19,241.66,Expense,Marketing
2022-07-20,8347.04,Income,Product Sales
2022-07-20,3099.16,Income,Product Sales
2022-07-22,8752.74,Income,Service Revenue
2022-07-22,405.87,Expense,Utilities
2022-07-22,1187.81,Expense,Utilities
2022-07-22,9982.18,Income,Investment Return
2022-07-23,4338.54,Expense,Rent
2022-07-23,2090.99,Expense,Salaries
2022-07-24,1801.93,Income,Service Revenue
2022-07-24,220.64,Expense,Office Supplies
2022-07-24,314.07,Expense,Office Supplies
2022-07-24,1286.21,Expense,Utilities
2022-07-24,3854.91,Income,Product Sales
2022-07-25,725.25,Expense,Travel
2022-07-25,2586.22,Expense,Utilities
2022-07-25,5189.41,Income,Product Sales
2022-07-27,4257.74,Expense,Utilities
2022-07-27,9097.77,Income,Service Revenue
2022-07-27,1348.52,Expense,Rent
2022-07-28,4743.69,Income,Product Sales
2022-07-28,1527.06,Expense,Marketing
2022-07-28,2638.49,Income,Product Sales
2022-07-29,2818.5,Expense,Office Supplies
2022-07-30,1595.94,Expense,Rent
2022-07-30,3141.32,Expense,Salaries
2022-07-31,1965.65,Expense,Marketing
2022-08-01,3178.97,Income,Grants
2022-08-01,1730.02,Expense,Utilities
2022-08-01,2812.49,Income,Investment Return
2022-08-02,4445.96,Expense,Travel
2022-08-03,8950.67,Income,Service Revenue
2022-08-03,1459.88,Income,Product Sales
2022-08-04,9393.27,Income,Grants
2022-08-04,4641.51,Expense,Travel
2022-08-04,3222.66,Expense,Office Supplies
2022-08-04,4885.29,Expense,Rent
2022-08-05,4630.0,Income,Grants
2022-08-05,2814.22,Income,Grants
2022-08-05,5891.85,Income,Investment Return
2022-08-05,2647.27,Expense,Rent
2022-08-06,2579.5,Expense,Rent
2022-08-08,4264.02,Expense,Salaries
2022-08-09,3392.18,Expense,Rent
2022-08-09,1045.91,Expense,Marketing
2022-08-09,2578.37,Income,Service Revenue
2022-08-09,3788.66,Expense,Travel
2022-08-11,1276.96,Expense,Marketing
2022-08-11,8194.47,Income,Investment Return
2022-08-12,1234.13,Expense,Office Supplies
2022-08-12,3582.51,Expense,Utilities
2022-08-12,3524.0,Income,Product Sales
2022-08-12,6213.54,Income,Product Sales
2022-08-13,4555.64,Income,Investment Return
2022-08-13,2360.18,Expense,Rent
2022-08-13,8457.44,Income,Grants
2022-08-13,2056.63,Income,Grants
2022-08-13,2477.17,Expense,Office Supplies
2022-08-13,9321.64,Income,Product Sales
2022-08-14,45.6,Expense,Marketing
2022-08-14,4121.76,Expense,Utilities
2022-08-14,4397.12,Income,Product Sales
2022-08-14,1056.37,Expense,Office Supplies
2022-08-14,4943.46,Income,Service Revenue
2022-08-15,4306.78,Expense,Salaries
2022-08-15,3830.67,Expense,Salaries
2022-08-15,734.85,Expense,Salaries
2022-08-15,515.44,Income,Grants
2022-08-15,2296.16,Expense,Travel
2022-08-15,1076.08,Income,Investment Return
2022-08-16,7221.08,Income,Product Sales
2022-08-16,111.01,Expense,Office Supplies
2022-08-17,2205.38,Income,Service Revenue
2022-08-17,2073.77,Expense,Utilities
2022-08-18,308.11,Income,Grants
2022-08-19,788.99,Expense,Marketing
2022-08-19,6148.17,Income,Service Revenue
2022-08-19,4045.81,Expense,Utilities
2022-08-20,2618.12,Expense,Salaries
2022-08-21,3699.87,Expense,Office Supplies
2022-08-21,5586.46,Income,Product Sales
2022-08-21,4447.28,Expense,Salaries
2022-08-23,3119.43,Expense,Utilities
2022-08-24,3050.27,Income,Product Sales
2022-08-25,473.21,Income,Service Revenue
2022-08-25,3580.47,Expense,Marketing
2022-08-26,2613.99,Expense,Marketing
2022-08-26,839.7,Expense,Marketing
2022-08-26,409.94,Expense,Marketing
2022-08-26,2284.92,Income,Product Sales
2022-08-27,6287.3,Income,Investment Return
2022-08-28,3936.8,Expense,Marketing
2022-08-28,7754.52,Income,Investment Return
2022-08-28,200.13,Income,Grants
2022-08-28,5177.07,Income,Investment Return
2022-08-29,1814.67,Expense,Travel
2022-08-29,3275.17,Income,Grants
2022-08-29,4723.48,Income,Service Revenue
2022-08-30,2233.09,Expense,Salaries
2022-08-30,4566.81,Income,Investment Return
2022-08-30,695.07,Income,Service Revenue
2022-08-30,4360.5,Expense,Marketing
2022-08-31,2544.86,Expense,Salaries
2022-08-31,1259.01,Expense,Salaries
2022-09-01,977.88,Expense,Marketing
2022-09-01,3806.43,Expense,Office Supplies
2022-09-02,338.23,Expense,Rent
2022-09-02,7012.16,Income,Grants
2022-09-04,1729.64,Expense,Rent
2022-09-04,8613.41,Income,Service Revenue
2022-09-04,7951.32,Income,Grants
2022-09-06,9537.83,Income,Investment Return
2022-09-07,194.48,Income,Investment Return
2022-09-07,7962.41,Income,Product Sales
2022-09-07,644.37,Expense,Travel
2022-09-08,2420.26,Income,Investment Return
2022-09-08,8533.27,Income,Grants
2022-09-08,510.14,Income,Grants
2022-09-09,1491.2,Expense,Salaries
2022-09-09,5025.41,Income,Grants
2022-09-09,1340.74,Expense,Travel
2022-09-10,1370.29,Expense,Salaries
2022-09-10,2664.93,Expense,Salaries
2022-09-10,2304.35,Expense,Travel
2022-09-10,3450.28,Expense,Rent
2022-09-10,1695.0,Expense,Travel
2022-09-11,1744.06,Expense,Office Supplies
2022-09-11,1787.56,Expense,Office Supplies
2022-09-11,4399.04,Expense,Utilities
2022-09-11,3641.8,Expense,Rent
2022-09-12,2789.48,Income,Service Revenue
2022-09-13,1081.76,Expense,Salaries
2022-09-14,363.26,Expense,Rent
2022-09-14,6249.74,Income,Product Sales
2022-09-14,142.86,Expense,Salaries
2022-09-15,3113.11,Expense,Office Supplies
2022-09-15,2648.26,Expense,Rent
2022-09-15,869.59,Expense,Rent
2022-09-16,2600.05,Income,Investment Return
2022-09-16,3748.52,Expense,Salaries
2022-09-16,2283.04,Income,Product Sales
2022-09-18,3200.59,Expense,Office Supplies
2022-09-18,142.6,Expense,Marketing
2022-09-19,2868.4,Income,Service Revenue
2022-09-19,174.04,Expense,Marketing
2022-09-19,681.98,Expense,Office Supplies
2022-09-19,2160.63,Expense,Rent
2022-09-19,3275.86,Expense,Salaries
2022-09-20,963.43,Expense,Utilities
2022-09-20,3049.75,Income,Investment Return
2022-09-20,296.06,Expense,Marketing
2022-09-21,1060.09,Income,Service Revenue
2022-09-21,4780.1,Expense,Rent
2022-09-21,593.48,Expense,Salaries
2022-09-22,4001.95,Income,Product Sales
2022-09-23,3228.37,Income,Investment Return
2022-09-23,5281.73,Income,Product Sales
2022-09-23,4880.23,Income,Investment Return
2022-09-24,329.78,Expense,Office Supplies
2022-09-24,4503.55,Expense,Travel
2022-09-25,1843.24,Expense,Travel
2022-09-25,4497.14,Expense,Rent
2022-09-27,725.51,Income,Service Revenue
2022-09-29,114.35,Expense,Marketing
2022-09-29,1594.75,Expense,Salaries
2022-09-30,665.46,Income,Service Revenue
2022-09-30,4426.34,Expense,Marketing
2022-10-01,553.97,Expense,Rent
2022-10-01,2635.27,Expense,Travel
2022-10-02,4293.53,Expense,Travel
2022-10-03,9193.36,Income,Product Sales
2022-10-03,4069.48,Expense,Travel
2022-10-04,165.27,Expense,Travel
2022-10-04,3269.33,Expense,Travel
2022-10-04,4101.99,Income,Grants
2022-10-05,4906.58,Expense,Salaries
2022-10-05,393.3,Expense,Salaries
2022-10-05,1709.36,Income,Investment Return
2022-10-05,7971.07,Income,Service Revenue
2022-10-05,2831.91,Expense,Marketing
2022-10-06,3550.64,Expense,Travel
2022-10-06,2536.72,Expense,Salaries
2022-10-06,4462.45,Expense,Utilities
